,text_token,toxic,severe_toxic,obscene,threat,insult,identity_hate
5617,คลิปหลุดฟรีโอนลี่แฟนงานเย็ดแจ่มอมควยบ๊วบโดนจับเลียหีแล้วใช้ไข่สั่นกับดิลโด้เล่นเสียว,0,0,1,0,0,0
7391,ความตายเป็นการใช้หนี้ทุกอย่างเหนื่อย,0,0,0,0,0,0
7763,ยังไม่ทันเริ่มยิงธนูเราก็ขำรอแล้วค่ะโอ๊ยขายเก่งมากtheadventureplusep,0,0,0,0,0,0
5071,อยากเลียหีสาวใหญจัง,0,0,1,0,0,0
5316,เงี่ยนควยเงี่ยนควยมัธยมนัดเย็ด,0,0,1,0,0,0
4792,หนังโป๊ไทยน้องัฐชาสาวแว่นนมใหญ่น่ารักจับแฟนหนุ่มเย็ดคร่อมควยร่อนหีเสียว,0,0,1,0,0,0
5019,นมน่าดูดหีน่าเย็ด,0,0,1,0,0,0
4657,นมหก,0,0,0,0,0,0
1839,ว่าจะพักสักคืนเพราะดึกมาคืนแล้วอดใจไม่ไหวก็เพราะรักเขาไง️️️รออนุมัติคุยแซ่บโชว์xนุ๊กปาย,0,0,0,0,0,0
1995,"วันนี้มันดีจริงมันดีจริงนะปายขอให้นุ๊กธนดลมีแต่รอยยิ้มเป็นความสุขให้พี่ทุกคนให้ครอบครัวบ้านสิงห์แล้วก็ให้""ปาย""นุ๊กปายไม่ต้องห่วงทุกคนไม่ต้องห่วงในช่วงชีวิตปายทุกการเดินทางของปายก็จะมีนุ๊กเดินเคียงข้างและอยู่ข้างปายตลอดไปครับคุยแซ่บโชว์xนุ๊กปาย",0,0,0,0,0,0
2399,ยังเปิดพรีอยู่น้าารายการใต้เทรดเรยจ้าgtltดาราจักรรักลานาใจดั่งห้วงสมุทรลิขิตจันทรา,0,0,0,0,0,0
8903,เหนื่อยกว่าควายก็กูแล้วมั้ย,0,0,0,0,0,0
3787,onlyเมียพี่ไม่อยู่พี่เงี่ยนมากดูดควยให้พี่หน่อยเดี่ยวพี่พาไปเย็ดต่อที่บ้านepiv,0,0,1,0,0,0
8214,คราวหลังกูเกิ้ลฟอร์มนะถ้าเว็บจะกากขนาดนี้อ่ะคนดีอาสาทำดีxmaxnatnetjames,0,0,0,0,1,0
3772,onlyเมียพี่ไม่อยู่พี่เงี่ยนมากดูดควยให้พี่หน่อยเดี่ยวพี่พาไปเย็ดต่อที่บ้านepxii,0,0,1,0,0,0
800,อ้วนแบบนี้เอาบ่อ้ายidlayda,0,0,0,0,0,0
3724,ภาพโคตรชัดนางฟ้าสาวสวยผมทองคนนี่เด็ดจริงตั้งกล้องแหกหีเกี่ยวเบ็ดเอาควยปลอมแทงหีตัวเองโชว์ยั่วเย็ดสุด,0,0,1,0,0,0
8089,กลับมาอีกครั้งกับwinthมาพร้อมกับความสนุกทุกรูปแบบสล็อตบอลหวยบาคาร่ายิงปลาสมัครสมาชิกรับทันทีเครดิตทางเข้าวินรับรับโปร,0,0,0,0,0,0
1405,มีเก็บปลายทางเพิ่มเงินบาทส่งฟรีทุกรายการป๊อปเปอร์แท้สูดดมป๊อปเปอร์เกย์เกย์รุกเกย์เงี่ยนlgbtpopperpwdอึดทนเบิ้ลรอบชะลอหลั่งคลิปด้านมืด,0,0,1,0,0,0
5641,จะช่วยมึงได้มั้ยควย,1,0,0,0,0,0
69,อีดอกนึกว่าจะระเบิดแบบตู้มไม่อั้นเยี่ยวปล่อยให้กะเทยฉี่แตกอะ,1,0,0,0,0,1
6994,ไม่มุ้บอรแชงคูสเท่ไม่หวายตามที่ปตบอกถ้าชอบแชงค์ยิ่งต้องดูเรดฟิล์มนี่สรั่นรอละโอยตื่นเต้รหงึกหงัก,0,0,0,0,0,0
2759,ในวันที่ไม่มีเธออยู่ข้างกายสภาพก็จะเป็นแบบนี้อู๋เหล่ยwuleilovelikethegalaxyดาราจักรรักลานาใจดั่งห้วงสมุทรลิขิตจันทรา,0,0,0,0,0,0
4273,ชานมแก้วอะไรไม่กินต้องกินชานมโอฉะซังเท่านั้นjeffsatur,0,0,0,0,0,0
10110,เกลียดศลปเพราะแฟนคลับศลปผิดอะไร,0,0,0,0,0,0
1586,คือมึงกูพยายามเข้าใจสังคมเกย์นะมึงแต่กูก็งงเหมือนกันออกมาเรียกร้องสมรสเท่าเทียมทั้งตัวเองยังมั่วอะทั้งมีแฟนอยู่แล้วยังจะหาsexกับคนอื่นไปเรื่อยล่ะคิดกูไม่ได้จะมาว่าทุกคนนะเท่าที่เราสังเกตมาน้อยมากที่จริงจังและตอนนี้ก็ยังงงกับสังคมเกย์เขาแค่หาต่อเกย์สมรสเท่าเทียม,1,0,0,0,0,0
