Column1,comment_text,hashtag,toxic,severe_toxic,obscene,threat,insult,identity_hate,non_toxic
151,หลงผิดคิดว่ากะเทยกลุ่มนั้นจะฉลาดกว่านี้แต่ไม่เลยส่วนมากมีแต่กะเทยหน้าโง่ตึกชมพูที่ต่ำเตี้ยมีแค่ความมั่นนอกนั้นก็ความโง่ เบาปัญญาสุดๆผิดหวังมากขอให้ไม่โดนเย็ด,,1,0,1,0,1,1,0
152,กะเทยแม่มึงสิอีนี้วอนล่ะ,,1,0,0,0,0,0,0
153,คัมหน้ามาคอนเสปแบบนี้ = กะเทยให้อภัย100% https://t.co/yvPh4liDJ7,,0,0,0,0,0,0,1
154,ไหนบอก replay ไหนนูน่านอมูเยปอ ทำทำไม แกล้งคนสาวๆอย่างเราทำไม อีกะเทยเฒ่าที่ไหนมันปล่อยข่าว,,1,0,0,0,0,1,0
155,ใจฉันมีเเต่เทอ  #กะเทย #สาวสอง #เหงา #จันทบุรี #หาเพื่อน #แอบแซ่บ #โสดแล้วอ่อย https://t.co/moafbo8aoy,/กะเทย/สาวสอง/เหงา/จันทบุรี/หาเพื่อน/แอบแซ่บ/โสดแล้วอ่อย,0,0,0,0,0,0,1
156,เกลียดกะเทยแซวไอบึว่า น้องวอนยองและเพื่อนๆแดนเซอร์ โอ้ย5555555,,1,0,0,0,0,0,0
157,เอาจริงมั้ย บังทันก็เคยโดนด่าเรื่องเสียงนี่ จีมินใช่มั๊ยนะที่โดนด่าเสียงกะเทยเสียงเหมือนกาต้มน้ำพี่นัมจุนโดนด่าปลาหมึกศรีราชา ที่ผ่านมาอามี่ยังไม่ทนเลยแต่นี่เป็นส้นตีนไรมาแซะลูกกูคะ เขาจะอยู่กันแบบนี้ต่อไปหรอคะ ยอมรีดันหลังแม้กระทั่งแอคที่เคยด่าวงตัวเองเพราะมันแซะอีบิ้ง สุดๆไปเรย https://t.co/IThMFs5c9m https://t.co/kno9kputyA,,1,0,0,0,0,0,0
158,หลอกกะเทย ใครหลอกกะเท้ยยยยย นูนานอมูเยปออยู่ไหน !!!!!!!!! https://t.co/tHPicMvsUk,,0,0,0,0,0,0,1
159,กุ ล่าสุดที่น้องผู้ชายรีวิวว่า กะเทยเกินไป,,0,0,0,0,0,0,1
160,มึง เพลงกะเทยของจิง,,0,0,0,0,1,0,0
161,หลอกกะเทยทำไม ใครบอกโคฟนูนานอมูเยปอ,,0,0,0,0,0,0,1
162,เหงา อยากถูกเย็ดนัดหน่อย #กะเทย #หาค่าขนม #ปราจีน #หนองปรือน้อย,/กะเทย/หาค่าขนม/ปราจีน/หนองปรือน้อย,0,0,1,0,0,0,0
163,@vweeeevwee ไม่เอากะเทยค่า,,1,0,0,0,0,0,0
164,🔞@69Lady_X_olo 💢ชอบ..สาวสอง! สาวเสียบ! 💢แนวบ้านๆ..ยังไม่แปลง! #สาวเสียบชักว่าว #สาวสองควยใหญ่  #ชักว่าว #น้ำแตก #กะเทย #ควยใหญ่ #สาวสอง #สาวเสียบ #คลิปสาวสองชักว่าว #ชอบสาวเสียบควยใหญ่ #Ladyboy #Shemale #Tgirl #Ts #femboyfart 🎬แจ้งลบคลิปDM https://t.co/6M4lAfhTJG,/สาวเสียบชักว่าว/สาวสองควยใหญ่/ชักว่าว/น้ำแตก/กะเทย/ควยใหญ่/สาวสอง/สาวเสียบ/คลิปสาวสองชักว่าว/ชอบสาวเสียบควยใหญ่/Ladyboy/Shemale/Tgirl/Ts/femboyfart,0,0,1,0,0,0,0
165,กะเทยโหยหวนกันหมด,,1,0,0,0,0,0,1
166,🔞@69Lady_X_olo 🎬Clip2 💢ชอบ..สาวสอง! สาวเสียบ! 💢แนวบ้านๆ..ยังไม่แปลง! #สาวเสียบชักว่าว #สาวสองควยใหญ่  #ชักว่าว #น้ำแตก #กะเทย #ควยใหญ่ #สาวสอง #สาวเสียบ #คลิปสาวสองชักว่าว #ชอบสาวเสียบควยใหญ่ #Ladyboy #Shemale #Tgirl #Ts #femboyfart 🎬แจ้งลบคลิปDM https://t.co/7ITDk7Ic9R,/สาวเสียบชักว่าว/สาวสองควยใหญ่/ชักว่าว/น้ำแตก/กะเทย/ควยใหญ่/สาวสอง/สาวเสียบ/คลิปสาวสองชักว่าว/ชอบสาวเสียบควยใหญ่/Ladyboy/Shemale/Tgirl/Ts/femboyfart,0,0,1,0,0,0,0
167,🔞@69Lady_X_olo 💢ชอบ..สาวสอง! สาวเสียบ! 💢แนวบ้านๆ..ยังไม่แปลง! #สาวเสียบชักว่าว #สาวสองควยใหญ่  #ชักว่าว #น้ำแตก #กะเทย #ควยใหญ่ #สาวสอง #สาวเสียบ #คลิปสาวสองชักว่าว #ชอบสาวเสียบควยใหญ่ #Ladyboy #Shemale #Tgirl #Ts #femboyfart 🎬แจ้งลบคลิปDM https://t.co/ujxv98v8VJ,/สาวเสียบชักว่าว/สาวสองควยใหญ่/ชักว่าว/น้ำแตก/กะเทย/ควยใหญ่/สาวสอง/สาวเสียบ/คลิปสาวสองชักว่าว/ชอบสาวเสียบควยใหญ่/Ladyboy/Shemale/Tgirl/Ts/femboyfart,0,0,1,0,0,0,0
168,🔞@69Lady_X_olo 💢ชอบ..สาวสอง! สาวเสียบ! 💢แนวบ้านๆ..ยังไม่แปลง! #สาวเสียบชักว่าว #สาวสองควยใหญ่  #ชักว่าว #น้ำแตก #กะเทย #ควยใหญ่ #สาวสอง #สาวเสียบ #คลิปสาวสองชักว่าว #ชอบสาวเสียบควยใหญ่ #Ladyboy #Shemale #Tgirl #Ts #femboyfart 🎬แจ้งลบคลิปDM https://t.co/I32i86FO99,/สาวเสียบชักว่าว/สาวสองควยใหญ่/ชักว่าว/น้ำแตก/กะเทย/ควยใหญ่/สาวสอง/สาวเสียบ/คลิปสาวสองชักว่าว/ชอบสาวเสียบควยใหญ่/Ladyboy/Shemale/Tgirl/Ts/femboyfart,0,0,1,0,0,0,0
169,ออกเวลากะเทยมากกก,,0,0,0,0,0,0,1
170,@CJANE_MTNU น่าจะค่อยหาซื้อเล่มเสริมเอาอีกสักประมาณล้านเล่ม เพราะกะเทยเลือดกรุ๊ปบี,,0,0,0,0,0,0,1
171,หมูกะเทย,,0,0,0,0,0,1,0
172,ทุกคนหยุดแกล้งกะเทยเถอะค่ะ,,0,0,0,0,0,0,1
173,ชายแท้กับกะเทย https://t.co/bQL9cko4rk,,0,0,0,0,0,0,1
174,เวทอีปวยสุดๆละเรื่องปาท่องโก๋ ฝันร้ายของกะเทยวัยทอง,,0,0,0,0,0,1,0
175,@smuayeonjiimin ทักได้ ไม่ใช่กะเทย,,1,0,0,0,0,0,0
176,"กะเทยเป็นหมือกันได้ แต่มันไม่หมือกันทุกคนค่ะ กว่าจะผ่านมาจน40แล้วไม่ไช้ข้าวคอยเคียวแล้วนะค่ะ อิอิอิอิกระดูกมันคนละเบอร์ค่ะ🤣🤣🤣🤣🤣
#บ้านนา
#นครนายก https://t.co/t9MqyTcrnX",/บ้านนา/นครนายก,0,0,0,0,0,0,1
177,@bossminix กะเทยมันมีลูกเล่น,,1,0,0,0,0,0,0
178,After like เพลงชาติกะเทยเวอชั่นเกาหลี มาแน่,,0,0,0,0,0,1,0
179,คุณแม่เขื่อน ภัทรดนัย ตอบกลับแล้ว หลังมีคนเข้ามาด่าเป็นแม่ที่โง่ มีลูกเป็นกะเทย #ไทยรัฐออนไลน์ https://t.co/gnCNj4dtce,/ไทยรัฐออนไลน์,0,0,0,0,0,0,1
180,"กุตอนคุยกะเพื่อผญเพื่อนกะเทยในสาขา : เทอๆ เพื่อนๆ อันนี้มันยังไงอ่ะ
กุตอนเพื่อผชมาขอเก้าอี้ : อ๋อ ค่ะ ไม่มีคนนั่งค่ะ เอาไปเลยค่ะ คือกุงงมากว่ากุจะพูดค่ะทำไมทั้งที่ก็เพื่อนอ่ะอีเหี้ย ลนจัด5555555555",,1,0,0,0,0,0,0
181,กะเทยอย่างเรา ใครเค้าจะเอา https://t.co/2inxR3WKPr,,0,0,0,0,0,0,1
182,"เศร้าจังเลยค่ะ หาใครมาปลอบความรู้สึกนี่ได้บ้าง อยากได้คนปลอบ🥺
#FWBเชียงใหม่ #onsเชียงใหม่ #สาวสองเชียงใหม่ #สาวสอง #กะเทย https://t.co/NkEkAdDjbS",/FWBเชียงใหม่/onsเชียงใหม่/สาวสองเชียงใหม่/สาวสอง/กะเทย,0,0,0,0,0,0,1
183,ผมทรงนี้กะเทยมาก https://t.co/V9gYKcte0L,,0,0,0,0,0,1,0
184,อีดอก กุตื่นเต้นกับเพลงไอบึมากกว่าวงกุอีกค่ะ กะเทยมันแพ้ดิสโก้สุด ๆ,,0,0,0,0,1,0,0
185,จำได้ กะเทยคาดหวังยูจินร้ิงลาวีอองโรสเว่อ สรุปในรายการได้เฟียสต้า 555555555555,,0,0,0,0,0,0,1
186,เยื่อการนัดกะเทย กุเลทแล้ว กะเทยเลทกว่า,,1,0,0,0,0,0,0
187,พรุ่งนี้ 4 โมงกะเทยตายกะเทยเผา after like อย่าอ่อม ถ้าอ่อมคือช็อตฟีลแบบแสนโวลต์ แต่พี่มั่นมาก ยังไงก็ปัง เท่านั้น,,0,0,0,0,0,0,1
188,"ที่ไหนหัวหน้าหมวดก็ไม่สุดเท่า
งานกะเทย งานรากแก้ว 1 https://t.co/r71WQuCNZK",,0,0,0,0,0,0,1
